+---------------------+----------------------------------------------+---------------------+---------------------+------------+
| id                  | TARTGET_PATH                                 | create_time         | goods_id            | CLUSTER_ID |
| 1727148172986642433 | lammps-24Aug2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:08 | 1727148668934737921 | 11250      |
| 1727148174765027330 | lammps-24Dec2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:08 | 1727148668934737921 | 11250      |
| 1727148176291753986 | lammps-24Jan2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:09 | 1727148668934737921 | 11250      |
| 1727148177727287297 | lammps-27Feb2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:09 | 1727148668934737921 | 11250      |
| 1727148179563311106 | lammps-29Oct2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:10 | 1727148668934737921 | 11250      |
| 1727148181186506753 | lammps-2Jun2020-hpcx_gcc7.3.1.tar            | 2023-11-22 10:13:10 | 1727148668934737921 | 11250      |
| 1727148182429102082 | lammps-30Jun2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:10 | 1727148668934737921 | 11250      |
| 1727148183757615105 | lammps-30Nov2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:11 | 1727148668934737921 | 11250      |
| 1727148185012793345 | lammps-3Mar2020-hpcx_gcc7.3.1.tar            | 2023-11-22 10:13:11 | 1727148668934737921 | 11250      |
| 1727148186208169985 | lammps-4Feb2020-hpcx_gcc7.3.1.tar            | 2023-11-22 10:13:11 | 1727148668934737921 | 11250      |
| 1727148187217915905 | lammps-5May2020-hpcx_gcc7.3.1.tar            | 2023-11-22 10:13:11 | 1727148668934737921 | 11250      |
| 1727148188552785922 | lammps-9Jan2020-hpcx_gcc7.3.1.tar            | 2023-11-22 10:13:12 | 1727148668934737921 | 11250      |
